ID1;tjul;clim2;v1;v2;v3;v4;v5;v6;v7;v8;v9;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21;v22;v23;v24;v25;v26;v27;v28;v29;v30;v31;v32;v33;v34;v35;v36;v37;v38;v39;v40;v41;v42;v43;v44;v45;v46;v47;v48;v49;v50;v51;v52;v53;v54;v55;v56
14;21.7;0;0.024793388;0.02892562;0;0;0;0;0;0;0.041322314;0.008264463;0;0.024793388;0;0;0;0;0.020661157;0.016528926;0.045454545;0.247933884;0;0;0;0;0;0.016528926;0;0;0;0.012396694;0;0;0;0;0;0;0.008264463;0;0;0;0.144628099;0;0;0.095041322;0;0;0;0.198347107;0;0.041322314;0;0;0;0.012396694;0;0.012396694
15;20.2;0;0.00802139;0.005347594;0.056149733;0;0;0;0;0.016042781;0.013368984;0.131016043;0;0;0;0;0;0;0.018716578;0.010695187;0;0.026737968;0.002673797;0;0;0;0;0;0.00802139;0.002673797;0.002673797;0;0.010695187;0;0;0;0;0;0.00802139;0;0;0.021390374;0.483957219;0;0;0.064171123;0.002673797;0;0;0.082887701;0;0.00802139;0;0;0;0;0;0.016042781
17;17;0;0.007633588;0;0.034351145;0;0;0;0;0;0;0.564885496;0;0;0;0;0;0;0;0;0.019083969;0.003816794;0;0;0;0;0.041984733;0.003816794;0;0;0;0;0;0;0;0.007633588;0.003816794;0;0.007633588;0;0;0.118320611;0.095419847;0;0;0.011450382;0;0;0;0.034351145;0;0;0;0;0;0;0.030534351;0.015267176
18;17.6;0;0.046242775;0.005780347;0.023121387;0;0;0;0;0;0;0.208092486;0;0.005780347;0;0;0;0;0;0.028901734;0;0.023121387;0;0;0;0.011560694;0.046242775;0;0;0;0;0;0;0;0;0.005780347;0.01734104;0;0.005780347;0;0;0.427745665;0.040462428;0;0;0.005780347;0;0;0;0.023121387;0;0;0;0;0.028901734;0;0.046242775;0
20;21.8;0;0;0.012295082;0.081967213;0;0;0;0;0.004098361;0;0.192622951;0;0.032786885;0;0.016393443;0;0;0;0;0;0;0;0;0;0;0.024590164;0.004098361;0;0;0;0.008196721;0;0;0;0;0;0;0.004098361;0;0;0;0.102459016;0.004098361;0.004098361;0.094262295;0;0;0;0.389344262;0.008196721;0;0;0;0;0;0.012295082;0.004098361
21;10.4;0;0.004784689;0;0.150717703;0;0;0;0;0;0.004784689;0.222488038;0.002392345;0;0;0;0;0;0;0;0;0.028708134;0;0;0;0;0;0;0;0;0;0;0.007177033;0;0;0.007177033;0;0;0;0;0;0.523923445;0.026315789;0;0;0.014354067;0;0;0;0;0;0;0;0;0.007177033;0;0;0
22;18.4;0;0.015852048;0.023778071;0;0;0.035667107;0;0;0.001321004;0;0.43989432;0;0.001321004;0;0.001321004;0;0;0.001321004;0.003963012;0.019815059;0.019815059;0;0;0;0.003963012;0.017173052;0;0.005284016;0.002642008;0;0;0.003963012;0;0;0;0.009247028;0;0;0;0;0.087186262;0.206076618;0.001321004;0;0.023778071;0.00660502;0;0;0.018494055;0.002642008;0.005284016;0;0;0.003963012;0;0.036988111;0.001321004
23;20.9;0;0;0.055555556;0.044444444;0;0;0;0;0;0;0.177777778;0;0.022222222;0;0;0;0;0;0;0;0;0;0;0;0;0.011111111;0;0;0;0;0;0;0;0;0;0;0.122222222;0.055555556;0;0;0.011111111;0.2;0;0;0;0;0;0;0.088888889;0;0.011111111;0;0;0;0;0.166666667;0.033333333
24;11.1;0;0.004219409;0;0.196202532;0;0.016877637;0;0;0.008438819;0.008438819;0.124472574;0;0;0;0;0;0;0;0;0.006329114;0.033755274;0;0;0;0.02742616;0;0;0;0;0;0;0.002109705;0;0;0.006329114;0.006329114;0;0;0;0;0.396624473;0.063291139;0;0;0.016877637;0.002109705;0;0;0;0;0;0;0;0.080168776;0;0;0
25;22.6;0;0;0.002915452;0.011661808;0;0;0;0;0;0.002915452;0;0;0.10787172;0;0;0;0;0;0;0;0.011661808;0;0;0;0;0.069970845;0.037900875;0;0;0;0.029154519;0;0;0;0;0;0;0.034985423;0;0;0;0.032069971;0;0;0;0;0;0;0.609329446;0;0.008746356;0;0;0;0.005830904;0;0.034985423
27;23.6;0;0;0;0;0;0;0;0;0.01594533;0.020501139;0.006833713;0;0;0;0;0;0;0.569476082;0;0;0.223234624;0;0;0;0;0;0.006833713;0;0;0;0.002277904;0;0;0;0;0;0;0;0;0;0.013667426;0.050113895;0;0.006833713;0.018223235;0;0;0;0.061503417;0;0;0;0;0;0;0;0.004555809
28;18.7;0;0.028455285;0.012195122;0.164634146;0;0;0;0;0.00203252;0.012195122;0.178861789;0;0;0;0;0;0;0.00203252;0.00203252;0.034552846;0.018292683;0;0;0;0;0.020325203;0.006097561;0;0;0;0.00203252;0.008130081;0;0;0;0;0;0.004065041;0;0;0.176829268;0.193089431;0;0;0.058943089;0.008130081;0;0;0.012195122;0;0.012195122;0;0;0;0;0.032520325;0.010162602
29;9.8;0;0;0;0.124314442;0;0;0;0;0.016453382;0.010968921;0.208409506;0;0;0;0;0;0;0;0;0;0.0511883;0;0;0;0.201096892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016453382;0.060329068;0;0;0.049360146;0;0;0;0;0;0.237659963;0;0;0.023765996;0;0;0
31;16.9;0;0.096618357;0;0.004830918;0;0.028985507;0;0;0.012077295;0;0.147342995;0;0;0;0;0;0;0.002415459;0.002415459;0.009661836;0.007246377;0;0;0;0;0;0;0;0;0;0;0.024154589;0;0;0;0;0;0;0;0;0.449275362;0.161835749;0;0.002415459;0.004830918;0.009661836;0;0.004830918;0.009661836;0;0.002415459;0;0;0.012077295;0;0.002415459;0.004830918
32;21;0;0;0.048275862;0.012068966;0;0;0;0;0.003448276;0.010344828;0.212068966;0;0.034482759;0;0;0.003448276;0;0.020689655;0.003448276;0.036206897;0.001724138;0.001724138;0;0.001724138;0;0.010344828;0;0.012068966;0.015517241;0;0.017241379;0;0;0;0;0;0;0.043103448;0;0;0;0.112068966;0.005172414;0.005172414;0.086206897;0.010344828;0;0;0.124137931;0.001724138;0.022413793;0;0;0;0.006896552;0.006896552;0.131034483
34;19.3;0;0;0.02293578;0.004587156;0;0;0;0;0.004587156;0;0.018348624;0;0.009174312;0;0;0;0;0.004587156;0.004587156;0;0.004587156;0;0;0;0;0.036697248;0;0;0;0;0;0.004587156;0;0;0;0;0;0.004587156;0;0;0.004587156;0.655963303;0;0;0.004587156;0;0;0;0.114678899;0;0;0;0;0;0;0.077981651;0.02293578
36;16.8;0;0;0;0.148748159;0;0;0;0;0.022091311;0.00736377;0.343151694;0;0;0;0;0;0;0.008836524;0;0;0.001472754;0;0;0;0.002945508;0;0;0;0;0;0;0;0;0;0.001472754;0;0;0;0;0;0.132547865;0.293078056;0;0;0.004418262;0.001472754;0;0;0;0.001472754;0.016200295;0;0;0.014727541;0;0;0
37;21.2;0;0;0.016483516;0.046703297;0;0;0.002747253;0;0.010989011;0.013736264;0.181318681;0;0.002747253;0;0;0.002747253;0;0.010989011;0.008241758;0.002747253;0.013736264;0;0;0;0;0;0.010989011;0;0;0;0.002747253;0;0;0;0;0;0;0.005494505;0;0;0.002747253;0.178571429;0.002747253;0;0.054945055;0.027472527;0;0;0.351648352;0;0.008241758;0;0;0;0;0.002747253;0.038461538
38;15.5;0;0.083815029;0.023121387;0.00867052;0;0;0;0;0.002890173;0.005780347;0.537572254;0;0;0;0;0;0;0;0.005780347;0;0.020231214;0;0;0;0.002890173;0.034682081;0;0;0.014450867;0;0.005780347;0;0;0;0;0;0;0.01734104;0;0;0.011560694;0.124277457;0.002890173;0;0.026011561;0.002890173;0;0;0.043352601;0;0;0;0;0.002890173;0;0.020231214;0.002890173
39;21.3;0;0;0.040540541;0.013513514;0;0;0;0;0;0.054054054;0;0;0;0;0;0;0;0;0;0.162162162;0;0;0;0;0;0;0.027027027;0;0;0;0;0.027027027;0;0;0;0;0;0.027027027;0;0;0.027027027;0.040540541;0;0;0.310810811;0.094594595;0;0;0.094594595;0;0.027027027;0;0;0;0;0;0.054054054
40;21.4;0;0;0.014124294;0.014124294;0;0;0;0;0.014124294;0.011299435;0.04519774;0;0.028248588;0;0;0.005649718;0;0.036723164;0.008474576;0.033898305;0.031073446;0.005649718;0;0;0;0.002824859;0.019774011;0;0;0;0.014124294;0;0;0;0;0;0;0.014124294;0;0;0.002824859;0.087570621;0.002824859;0.002824859;0.06779661;0.002824859;0;0;0.485875706;0.002824859;0.002824859;0;0;0;0.002824859;0.002824859;0.036723164
41;5.9;0;0;0;0.075829384;0;0.004739336;0;0;0.007109005;0.007109005;0.047393365;0;0;0.009478673;0;0;0;0;0;0.002369668;0.566350711;0;0;0;0.014218009;0;0;0;0;0;0;0;0;0;0.004739336;0;0;0;0.021327014;0;0.05450237;0.033175355;0;0;0.068720379;0;0;0;0;0.007109005;0.056872038;0;0.002369668;0.014218009;0;0;0.002369668
43;16.6;0;0.033632287;0.01793722;0.006726457;0;0.073991031;0;0;0.006726457;0.002242152;0.506726457;0;0;0;0;0;0;0.002242152;0.004484305;0;0.011210762;0;0;0;0.002242152;0.00896861;0.004484305;0;0;0;0;0;0;0;0.01793722;0.00896861;0;0.013452915;0;0;0.118834081;0.069506726;0;0;0.040358744;0;0;0;0.011210762;0;0.006726457;0;0;0.006726457;0;0.011210762;0.013452915
44;14.2;0;0.033802817;0.042253521;0.002816901;0;0;0;0;0.002816901;0;0.408450704;0;0.005633803;0;0.002816901;0;0;0.005633803;0.005633803;0.005633803;0.016901408;0;0;0;0;0.104225352;0;0.002816901;0.01971831;0;0.002816901;0;0;0;0.005633803;0;0;0.011267606;0;0;0.05915493;0.081690141;0;0.005633803;0.025352113;0.005633803;0;0.002816901;0.050704225;0.002816901;0.002816901;0;0;0.016901408;0;0.056338028;0.011267606
45;18.3;0;0.007894737;0.071052632;0.007894737;0;0;0;0;0.002631579;0.005263158;0.139473684;0;0;0;0;0;0;0.005263158;0;0.057894737;0.007894737;0;0;0.002631579;0;0.042105263;0.010526316;0.002631579;0.007894737;0;0.005263158;0.002631579;0;0;0.013157895;0;0;0.039473684;0;0;0.013157895;0.178947368;0.015789474;0.002631579;0.081578947;0.007894737;0;0.002631579;0.052631579;0.002631579;0.005263158;0;0;0;0.007894737;0.1;0.097368421
47;22.5;0;0;0.018518519;0.012345679;0;0;0;0;0.00617284;0.00617284;0;0;0.049382716;0;0;0;0;0.012345679;0;0;0.018518519;0;0;0;0;0.024691358;0.030864198;0;0;0;0.018518519;0;0;0;0;0;0;0.030864198;0;0;0.00617284;0.043209877;0;0.018518519;0.061728395;0;0;0;0.617283951;0;0.00617284;0;0;0;0.00617284;0;0.012345679
48;19.2;0;0.002857143;0.005714286;0.082857143;0;0;0;0;0.02;0.005714286;0.091428571;0;0;0;0;0;0;0.002857143;0.002857143;0.008571429;0.011428571;0;0;0;0;0;0;0.002857143;0;0;0;0.002857143;0;0;0;0;0;0.002857143;0;0;0.097142857;0.634285714;0;0;0;0.005714286;0;0.002857143;0.005714286;0;0;0.008571429;0;0.002857143;0;0;0
49;22.7;0;0;0.009950249;0.005970149;0;0.007960199;0;0;0.017910448;0.011940299;0.017910448;0;0.031840796;0;0;0;0;0.047761194;0.005970149;0.015920398;0.043781095;0;0;0;0;0;0.00199005;0.011940299;0.00199005;0.009950249;0.011940299;0;0;0;0;0;0;0.045771144;0;0;0;0.044776119;0.00199005;0;0.276616915;0.017910448;0;0;0.23681592;0;0.019900498;0;0;0.0039801;0.015920398;0;0.08159204
50;18.8;0;0.014285714;0.033928571;0.005357143;0;0.016071429;0;0;0.003571429;0;0.460714286;0;0;0;0.001785714;0;0;0;0.003571429;0.030357143;0.007142857;0;0;0;0.001785714;0.073214286;0;0.010714286;0.008928571;0;0.005357143;0.005357143;0;0;0;0.003571429;0;0.010714286;0;0;0.032142857;0.094642857;0;0;0.010714286;0.005357143;0;0;0.033928571;0;0;0;0;0.0125;0.005357143;0.0875;0.021428571
51;21.1;0;0;0.039840637;0.059760956;0;0;0;0;0.003984064;0.003984064;0.163346614;0;0.019920319;0;0;0.007968127;0;0.003984064;0.003984064;0.015936255;0.007968127;0;0;0;0;0.015936255;0.079681275;0.011952191;0.027888446;0;0.011952191;0;0;0;0;0;0;0.011952191;0;0;0.015936255;0.067729084;0;0.015936255;0.099601594;0.011952191;0;0;0.175298805;0;0.015936255;0;0;0;0;0;0.107569721
52;17;0;0.012195122;0.06097561;0.06097561;0;0;0;0;0;0;0.548780488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.024390244;0.012195122;0;0;0;0;0;0;0;0;0;0;0;0;0;0.195121951;0.012195122;0;0;0.048780488;0;0;0;0.024390244;0;0;0;0;0;0;0;0
54;10.3;0;0;0;0.095588235;0;0;0;0;0;0.003676471;0.297794118;0;0;0;0;0;0;0.003676471;0;0;0.029411765;0;0.018382353;0;0.257352941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051470588;0.154411765;0;0;0.018382353;0;0;0;0;0;0.036764706;0;0;0.033088235;0;0;0
55;10.9;0;0.00619195;0;0.164086687;0;0;0;0;0.00619195;0;0.142414861;0;0;0.003095975;0;0;0;0;0;0;0.102167183;0;0;0;0.00619195;0;0;0;0;0;0;0.00619195;0;0;0.055727554;0;0;0;0;0;0.455108359;0.034055728;0;0;0.00619195;0;0;0;0;0;0;0;0;0.012383901;0;0;0
57;20.3;0;0.007936508;0.031746032;0.03968254;0;0;0;0;0;0.015873016;0.150793651;0;0.007936508;0;0;0;0;0;0;0;0.015873016;0;0;0;0.142857143;0.007936508;0.007936508;0;0;0;0;0.007936508;0;0;0;0;0;0.015873016;0;0;0.015873016;0.142857143;0;0;0.126984127;0;0;0;0.126984127;0;0.007936508;0;0;0;0.007936508;0.007936508;0.111111111
58;15.2;0;0.033860045;0;0.022573363;0;0;0.013544018;0;0;0.0248307;0.099322799;0;0;0;0;0;0;0.002257336;0;0.002257336;0.097065463;0;0;0;0;0;0;0;0;0;0;0;0;0;0.065462754;0.094808126;0;0;0;0;0.173814898;0.002257336;0;0;0.020316027;0;0;0;0;0.002257336;0;0;0;0.345372461;0;0;0
59;17.4;0;0.029166667;0.029166667;0.020833333;0;0;0.001388889;0;0;0.001388889;0.394444444;0;0.004166667;0;0.001388889;0;0;0;0;0.006944444;0.006944444;0;0;0;0;0.080555556;0.011111111;0;0;0;0;0;0;0;0.001388889;0.009722222;0;0.008333333;0;0;0.148611111;0.101388889;0;0.002777778;0.020833333;0.006944444;0;0;0.044444444;0;0.001388889;0;0;0;0.001388889;0.052777778;0.0125
60;22.2;0;0;0.021306818;0.032670455;0;0;0.032670455;0;0;0.021306818;0.065340909;0;0.024147727;0;0.002840909;0;0;0;0.002840909;0.008522727;0.242897727;0;0;0;0.002840909;0.005681818;0.014204545;0;0;0;0.002840909;0;0;0;0;0;0;0.008522727;0;0;0;0.163352273;0;0;0.032670455;0.024147727;0;0;0.190340909;0;0.018465909;0;0;0.014204545;0;0.046875;0.021306818
61;8.4;0;0;0;0.169354839;0;0;0;0;0.010752688;0;0.290322581;0;0;0.002688172;0;0;0;0;0;0;0.23655914;0;0;0;0.018817204;0;0;0;0;0;0;0;0;0;0.032258065;0;0;0;0;0;0.139784946;0.018817204;0;0;0.008064516;0;0;0;0;0.051075269;0.005376344;0;0;0.016129032;0;0;0
62;18.5;0;0.00872093;0.020348837;0.029069767;0;0;0;0;0.005813953;0;0.299418605;0;0;0;0;0;0;0.040697674;0.002906977;0.029069767;0.005813953;0;0;0;0;0;0.011627907;0;0;0;0;0;0;0;0;0;0;0.011627907;0;0;0.01744186;0.334302326;0;0;0.014534884;0.037790698;0;0;0.069767442;0;0.002906977;0;0;0;0;0.052325581;0.005813953
63;23.8;0;0;0.016260163;0.008130081;0;0;0;0;0;0;0.101626016;0;0.004065041;0;0;0;0;0.020325203;0;0.105691057;0.028455285;0;0;0;0.016260163;0.004065041;0;0;0.004065041;0.004065041;0.004065041;0;0;0.028455285;0;0;0.016260163;0.004065041;0;0;0;0.142276423;0.016260163;0.016260163;0.020325203;0;0;0;0.406504065;0;0;0;0;0;0;0.016260163;0.016260163
64;19.9;0;0.00110742;0.099667774;0.008859358;0;0;0.00110742;0;0.004429679;0.040974529;0.162790698;0;0.009966777;0;0.00110742;0;0;0.007751938;0.005537099;0;0.040974529;0.003322259;0;0;0.042081949;0.043189369;0.009966777;0;0;0;0.002214839;0.00110742;0;0;0.005537099;0;0;0.028792913;0;0;0.011074197;0.067552602;0.019933555;0.004429679;0.122923588;0.013289037;0;0;0.074197121;0.007751938;0.00110742;0;0;0.003322259;0.00110742;0.073089701;0.079734219
65;22.7;0;0;0.011594203;0;0;0;0;0;0;0.005797101;0.008695652;0;0.084057971;0;0;0;0;0.017391304;0;0;0;0;0;0;0;0.052173913;0.066666667;0;0;0;0.017391304;0;0;0.002898551;0;0;0;0.037681159;0;0;0;0.052173913;0;0;0.026086957;0;0;0;0.533333333;0;0.002898551;0;0;0;0.020289855;0.002898551;0.057971014
66;5.2;0;0;0;0.066433566;0;0;0;0;0;0;0.038461538;0;0;0.006993007;0;0;0;0.003496504;0;0;0.223776224;0;0;0;0.087412587;0;0;0;0;0;0;0;0;0;0.06993007;0;0;0;0;0;0.031468531;0.017482517;0;0;0.276223776;0;0;0;0;0.003496504;0.15034965;0;0;0.024475524;0;0;0
67;18;0;0.014925373;0.003731343;0.02238806;0;0.050373134;0;0;0.003731343;0.003731343;0.246268657;0;0.001865672;0;0;0;0;0;0.01119403;0.039179104;0.01119403;0;0;0;0.007462687;0.001865672;0;0;0.001865672;0;0;0.009328358;0;0;0.005597015;0.007462687;0;0.005597015;0;0;0.067164179;0.410447761;0.001865672;0.001865672;0.020522388;0.014925373;0;0.003731343;0.018656716;0;0;0;0;0.001865672;0;0;0.01119403
68;24.9;0;0;0.0094451;0;0;0.007083825;0;0;0.002361275;0.014167651;0.011806375;0;0.054309327;0;0;0;0.106257379;0.00472255;0;0.00472255;0.033057851;0.002361275;0;0;0;0;0;0.030696576;0.007083825;0;0.011806375;0;0;0.033057851;0;0;0.016528926;0.023612751;0;0;0.002361275;0.05785124;0.011806375;0;0.096812279;0.014167651;0;0;0.40850059;0;0.025974026;0;0;0;0;0;0.0094451
69;20.1;0;0.011730205;0.005865103;0.070381232;0;0;0;0;0.020527859;0.005865103;0.175953079;0;0;0;0;0;0;0.061583578;0.011730205;0;0.008797654;0;0;0;0.002932551;0.002932551;0;0.014662757;0;0.002932551;0;0.008797654;0;0;0;0;0;0;0;0;0.017595308;0.313782991;0.002932551;0;0.120234604;0.002932551;0;0.002932551;0.099706745;0.002932551;0.014662757;0;0;0;0;0;0.017595308
70;19.7;0;0.029268293;0.004878049;0.03902439;0;0;0;0;0.029268293;0.014634146;0.183414634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.034146341;0;0;0;0;0;0.016585366;0;0;0.086829268;0.52097561;0;0;0;0;0;0;0.04097561;0;0;0;0;0;0;0;0
71;15.9;0;0.049886621;0.006802721;0.01814059;0;0.047619048;0.002267574;0;0.004535147;0.004535147;0.607709751;0;0;0;0.004535147;0;0;0;0;0;0.004535147;0;0;0;0;0.013605442;0.004535147;0;0;0;0;0;0;0;0.011337868;0;0;0.002267574;0;0;0.097505669;0.047619048;0;0;0.038548753;0;0;0;0.015873016;0.004535147;0;0;0;0.002267574;0;0.011337868;0
72;12.1;0;0;0;0.171929825;0;0;0;0;0.003508772;0;0.238596491;0;0;0;0;0;0;0;0;0;0.070175439;0;0;0;0.007017544;0;0;0;0;0;0;0;0;0;0.01754386;0;0;0;0;0;0.407017544;0.024561404;0;0;0.010526316;0;0;0;0;0;0.003508772;0;0;0.045614035;0;0;0
73;20.4;0;0.012919897;0.010335917;0.005167959;0;0.059431525;0.005167959;0;0.005167959;0.010335917;0.173126615;0;0;0;0;0;0;0.002583979;0;0.028423773;0.111111111;0;0;0;0.005167959;0.018087855;0;0.010335917;0.002583979;0;0;0.005167959;0;0;0.002583979;0;0;0;0;0;0.025839793;0.180878553;0;0;0.217054264;0.005167959;0;0;0.018087855;0;0.051679587;0;0;0;0;0.023255814;0.010335917
74;18.9;0;0.005899705;0.050147493;0.002949853;0;0;0;0;0.005899705;0;0.10619469;0;0;0;0;0;0;0;0.002949853;0;0;0;0;0;0;0.05899705;0.005899705;0;0;0;0;0;0;0;0;0;0;0.005899705;0;0;0.005899705;0.418879056;0;0.005899705;0.005899705;0;0;0;0.07079646;0;0;0;0;0;0.002949853;0.185840708;0.05899705
75;18.6;0;0.002717391;0.010869565;0.019021739;0;0;0;0;0.02173913;0.002717391;0.25;0;0;0;0;0;0;0;0.002717391;0;0.002717391;0;0;0;0;0;0.005434783;0;0;0;0;0;0;0;0;0;0;0.008152174;0;0;0.008152174;0.483695652;0;0;0.008152174;0;0;0;0.046195652;0;0;0;0;0;0;0.122282609;0.005434783
76;18;0;0.024291498;0.004048583;0.042510121;0;0.046558704;0;0;0.006072874;0;0.182186235;0;0;0;0;0;0;0;0;0.020242915;0.032388664;0;0;0;0;0;0;0;0.004048583;0;0;0.038461538;0;0;0.002024292;0;0;0.004048583;0;0;0.172064777;0.356275304;0;0.002024292;0.024291498;0.006072874;0;0.008097166;0.012145749;0;0;0;0;0.004048583;0;0.002024292;0.006072874
77;20.4;0;0.004173623;0.015025042;0.000834725;0;0.010016694;0;0;0;0.003338898;0.149415693;0;0.000834725;0;0;0;0;0.003338898;0;0.003338898;0.010851419;0;0;0;0.067612688;0.007512521;0;0.001669449;0.003338898;0;0;0.001669449;0;0;0.002504174;0;0;0.004173623;0;0;0.006677796;0.121035058;0.001669449;0;0.023372287;0.013355593;0;0;0.016694491;0;0.001669449;0;0;0.519198664;0.000834725;0.003338898;0.002504174
78;20.4;0;0.002717391;0.002717391;0.076086957;0;0;0;0;0.035326087;0.002717391;0.157608696;0;0;0;0;0;0;0.010869565;0.010869565;0.048913043;0.067934783;0;0;0;0;0;0.013586957;0;0;0.002717391;0.002717391;0.008152174;0;0;0;0;0;0.010869565;0;0;0.019021739;0.364130435;0;0;0.059782609;0.013586957;0;0.005434783;0.0625;0;0.013586957;0;0;0.002717391;0;0;0.005434783
79;16.3;0;0.011527378;0.005763689;0.074927954;0;0;0;0;0;0;0.478386167;0;0;0;0.002881844;0;0;0;0.002881844;0;0;0;0;0;0.002881844;0.077809798;0.002881844;0;0;0;0.005763689;0;0;0;0.005763689;0.020172911;0;0.005763689;0;0;0.149855908;0.057636888;0;0;0.028818444;0.002881844;0;0;0.040345821;0.002881844;0.002881844;0;0;0;0;0.017291066;0
80;21.2;0;0;0.010928962;0.06284153;0;0;0;0;0.019125683;0.008196721;0.155737705;0;0.005464481;0;0;0;0;0.010928962;0.00273224;0.013661202;0.005464481;0;0;0;0.00273224;0;0.010928962;0;0;0;0.00273224;0;0;0;0;0;0;0.021857924;0;0;0.005464481;0.177595628;0;0;0.021857924;0.068306011;0;0;0.355191257;0;0.019125683;0;0;0;0.00273224;0;0.016393443
82;20.3;0;0.010071942;0.015827338;0.002877698;0;0.014388489;0.001438849;0;0.001438849;0.008633094;0.202877698;0;0.001438849;0;0;0;0;0;0.002877698;0.002877698;0.197122302;0;0;0;0.046043165;0.047482014;0;0.010071942;0.002877698;0;0.004316547;0.007194245;0;0;0.002877698;0;0;0;0;0;0.04028777;0.113669065;0.001438849;0;0.020143885;0;0;0;0.008633094;0.001438849;0;0;0;0.172661871;0;0.050359712;0.008633094
