JG05_ID2	LATDD	LONDD	XXX	XXX	ELEVATION	PolSum	AbiesEast	AcerTotEast	AlnusXEast	ALRUBRA	ALRUGOSA	AQUIFOLI	ARCEUTHOBI	ARTEMISIA	ASTEROTH	BETULA	BRASSICACEAE	CACTACEAE	CARYA	CARYOPHYLL	CASTANEA	CeltisEast	CEPHALANTH	ChenAmMid	CHRYSOLEP	CORYLUS	CupressXEast	CYPERACE	DForbs	DRYAS	EPHEDRA	EricTot	FAGUS	FraxXEast	FRAXNIGR	FRAXPNAM	IVA	JUGTOT	LarixEast	LARREA	LIQUIDAM	LYCOTOT	MYRICACX	NYSSA	OSTRYCAR	OXYRIA	PAPAVERX	PiceaTotEast	PINUS	PLANTAGINX	PLATANUS	POACEAE	POPULUS	PROSOPIS	PTERIDIUM	QuercusEast	ROSACEAX	SALIX	SARCOBATUS	SAXATOTG	SPHAGNUM	TAXODIUM	TILIA	TsugaXEast	TSUGHETE	TSUGMERT	ULMUS
2	46.05	-79.2	0.240089686	-0.397308441	240	114	3.50877193	0	2.631578947	0	0	0	0	0	0	48.24561404	0	0	0	0	0	0	0	0	0	0.877192982	0	0	0	0	0	0	0.877192982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.385964912	28.07017544	0	0	0	0	0	0	1.754385965	0	0.877192982	0	0	0	0	0	7.01754386	0	0	1.754385965
3	52.517	-57.033	0.415459523	-0.19465747	200	360	1.123595506	0	4.494382022	0	0.561797753	0	0	0	0	7.02247191	0	0	0	0	0	0	0	0	0	0.280898876	0	1.123595506	0	0	0	0.280898876	0	0	0	0	0	0	0	0	0	0.561797753	0.280898876	0	0	0	0	80.33707865	1.123595506	0	0	0.842696629	0.280898876	0	0	0	0	0.561797753	0	0	1.123595506	0	0	0	0	0	0
5	45.543	-73.311	0.308778453	-0.385356776	114	379	0.264550265	3.703703704	1.587301587	0	0.529100529	0	0	0.264550265	0	31.74603175	0	0	1.322751323	0	0	0	0	0	0	0	0.793650794	1.058201058	0	0	0	0	11.9047619	0	2.116402116	0	0	0.793650794	0	0	0	0	0	0	0.264550265	0	0	1.851851852	20.63492063	0	0	0.529100529	0.793650794	0	0	3.703703704	0	0.264550265	0	0	0	0	2.380952381	10.84656085	0	0	2.645502646
6	47.482	-70.685	0.32490804	-0.341807996	648	600	8.219178082	0.51369863	3.253424658	0	5.821917808	0	0	0.171232877	0.171232877	55.1369863	0	0	0.171232877	0	0	0	0	0	0	1.198630137	0.684931507	0.171232877	0	0	0	0.51369863	0.684931507	0	0.342465753	0	0	0	0	0	0	0.171232877	0.342465753	0	0.171232877	0	0	13.01369863	3.595890411	0	0	3.595890411	0.51369863	0	0	0.342465753	0.171232877	0.342465753	0	0	0.342465753	0	0	0	0	0	0.342465753
7	44.47	-70.05	0.352000023	-0.389681461	124	304	1.388888889	2.777777778	8.333333333	0	0	0	0	0	0	34.02777778	0	0	0	0	0	0	0	0.347222222	0	0.347222222	7.638888889	0	0	0	0	0	2.430555556	1.736111111	0	0	0	0.694444444	0	0	0	0	0	0	2.430555556	0	0	3.472222222	10.06944444	0.347222222	0	7.986111111	0.347222222	0	0	7.638888889	0	0.694444444	0	0	0	0	0	5.555555556	0	0	1.736111111
8	45.256	-67.331	0.376386052	-0.363926658	106	286	2.919708029	1.094890511	7.664233577	0	0	0.364963504	0	0	0.364963504	36.86131387	0	0	0	0	0.364963504	0	0	0	0	0.729927007	0.364963504	0	0	0	0	0.364963504	2.189781022	0.364963504	0	0	0	0	1.094890511	0	0	0	1.094890511	0	1.094890511	0	0	10.58394161	12.40875912	0	0	4.01459854	0.729927007	0	0	3.284671533	0	0.729927007	0	0	2.189781022	0	0	8.759124088	0	0	0.364963504
9	42.25	-77.917	0.273636235	-0.459040573	497	533	0	5.288461538	0.480769231	0	0	0	0	0.480769231	1.682692308	9.855769231	0	0	0.721153846	0	1.201923077	0	0	0.480769231	0	0.480769231	0	0.480769231	0	0	0	11.29807692	6.730769231	2.163461538	0	0	0	0.240384615	0	0	0	0	0	0	3.846153846	0	0	0.480769231	14.42307692	1.201923077	0	7.451923077	1.682692308	0	0	9.615384615	0.480769231	0.721153846	0	0	1.442307692	0	0	14.66346154	0	0	2.403846154
10	46.279	-70.596	0.33386596	-0.361712422	330	462	5.18018018	2.477477477	0.675675676	0	2.477477477	0.45045045	0	0.225225225	0.45045045	44.81981982	0	0	0.225225225	0	0.225225225	0	0	0.225225225	0	1.351351351	0.675675676	0.45045045	0	0	0	0	2.927927928	0	0	0.45045045	0	0.225225225	0.45045045	0	0	1.126126126	0.225225225	0	0	0	0	13.28828829	10.36036036	0.225225225	0	4.054054054	0.225225225	0	0	1.576576577	0	0.225225225	0	0	0.675675676	0	0	3.603603604	0	0	0.45045045
11	54.047	-76.12	0.230818876	-0.248501028	205	437	0	0	20.13729977	0	1.601830664	0	0	0	0.686498856	6.407322654	0	0	0	0	0	0	0	0	0	0	0.915331808	1.601830664	0	0	0	0	0	0	0	0	0	0	1.601830664	0	0	0.457665904	0	0	0	0	0	37.98627002	21.51029748	0	0	0.457665904	0	0	0	0.228832952	0	0	0	0	6.407322654	0	0	0	0	0	0
14	43.083	-89.867	0.124955981	-0.474906518	335	288	2.479338843	2.892561983	0	0	0	0	0	0	4.132231405	0.826446281	0	0	2.479338843	0	0	0	0	2.066115702	0	1.652892562	4.545454545	24.79338843	0	0	0	0	0	1.652892562	0	0	0	1.239669421	0	0	0	0	0	0	0.826446281	0	0	0	14.46280992	0	0	9.504132231	0	0	0	19.83471074	0	4.132231405	0	0	0	0	1.239669421	0	0	0	1.239669421
15	47.183	-95.167	5.51E-02	-0.407246161	457	409	0.802139037	0.534759358	5.614973262	0	0	0	0	1.604278075	1.336898396	13.10160428	0	0	0	0	0	0	0	1.871657754	0	1.069518717	0	2.673796791	0.267379679	0	0	0	0	0	0.802139037	0.267379679	0.267379679	0	1.069518717	0	0	0	0	0	0.802139037	0	0	2.139037433	48.39572193	0	0	6.417112299	0.267379679	0	0	8.288770053	0	0.802139037	0	0	0	0	0	0	0	0	1.604278075
36	55.267	-105.267	-5.02E-02	-0.260166783	369	679	0	0	14.87481591	0	0	0	0	2.209131075	0.736377025	34.31516937	0	0	0	0	0	0	0	0.88365243	0	0	0	0.147275405	0	0	0	0.29455081	0	0	0	0	0	0	0	0	0	0.147275405	0	0	0	0	0	13.25478645	29.3078056	0	0	0.441826215	0.147275405	0	0	0	0.147275405	1.620029455	0	0	1.47275405	0	0	0	0	0	0
37	45.275	-91.475	0.100905556	-0.437982523	334	410	0	1.648351648	4.67032967	0	0	0.274725275	0	1.098901099	1.373626374	18.13186813	0	0	0.274725275	0	0	0.274725275	0	1.098901099	0	0.824175824	0.274725275	1.373626374	0	0	0	0	0	1.098901099	0	0	0	0.274725275	0	0	0	0	0	0	0.549450549	0	0	0.274725275	17.85714286	0.274725275	0	5.494505495	2.747252747	0	0	35.16483516	0	0.824175824	0	0	0	0	0	0.274725275	0	0	3.846153846
38	44.033	-71.833	0.334774885	-0.404866598	1325	362	8.38150289	2.312138728	0.867052023	0	0	0	0	0.289017341	0.578034682	53.75722543	0	0	0	0	0	0	0	0	0	0.578034682	0	2.023121387	0	0	0	0.289017341	3.468208092	0	0	1.445086705	0	0.578034682	0	0	0	0	0	0	1.734104046	0	0	1.156069364	12.42774566	0.289017341	0	2.601156069	0.289017341	0	0	4.335260116	0	0	0	0	0.289017341	0	0	2.023121387	0	0	0.289017341
39	43.48	-85	0.182990764	-0.458248689	248	77	0	4.054054054	1.351351351	0	0	0	0	0	5.405405405	0	0	0	0	0	0	0	0	0	0	0	16.21621622	0	0	0	0	0	0	2.702702703	0	0	0	0	2.702702703	0	0	0	0	0	2.702702703	0	0	2.702702703	4.054054054	0	0	31.08108108	9.459459459	0	0	9.459459459	0	2.702702703	0	0	0	0	0	0	0	0	5.405405405
40	43.418	-89.732	0.125820576	-0.468711919	294	512	0	1.412429379	1.412429379	0	0	0	0	1.412429379	1.129943503	4.519774011	0	0	2.824858757	0	0	0.564971751	0	3.672316384	0	0.847457627	3.389830508	3.107344633	0.564971751	0	0	0	0.282485876	1.97740113	0	0	0	1.412429379	0	0	0	0	0	0	1.412429379	0	0	0.282485876	8.757062147	0.282485876	0.282485876	6.779661017	0.282485876	0	0	48.58757062	0.282485876	0.282485876	0	0	0	0	0.282485876	0.282485876	0	0	3.672316384
41	60.988	-69.958	0.240466403	-0.111311062	114	435	0	0	7.582938389	0	0.473933649	0	0	0.710900474	0.710900474	4.739336493	0	0	0	0.947867299	0	0	0	0	0	0	0.236966825	56.63507109	0	0	0	1.421800948	0	0	0	0	0	0	0	0	0	0.473933649	0	0	0	2.132701422	0	5.450236967	3.317535545	0	0	6.872037915	0	0	0	0	0.710900474	5.687203791	0	0.236966825	1.421800948	0	0	0	0	0	0.236966825
43	45.85	-70.35	0.339402548	-0.367867945	650	459	3.3632287	1.793721973	0.67264574	0	7.399103139	0	0	0.67264574	0.224215247	50.67264574	0	0	0	0	0	0	0	0.224215247	0	0.448430493	0	1.121076233	0	0	0	0.224215247	0.896860987	0.448430493	0	0	0	0	0	0	0	1.793721973	0.896860987	0	1.34529148	0	0	11.88340807	6.950672646	0	0	4.035874439	0	0	0	1.121076233	0	0.67264574	0	0	0.67264574	0	0	1.121076233	0	0	1.34529148
44	44.1605	-71.6593	0.335931902	-0.401970446	1265	369	3.38028169	4.225352113	0.281690141	0	0	0	0	0.281690141	0	40.84507042	0	0	0.563380282	0	0.281690141	0	0	0.563380282	0	0.563380282	0.563380282	1.690140845	0	0	0	0	10.42253521	0	0.281690141	1.971830986	0	0.281690141	0	0	0	0.563380282	0	0	1.126760563	0	0	5.915492958	8.169014085	0	0.563380282	2.535211268	0.563380282	0	0.281690141	5.070422535	0.281690141	0.281690141	0	0	1.690140845	0	0	5.633802817	0	0	1.126760563
45	44.367	-80.25	0.235848123	-0.429903596	518	413	0.789473684	7.105263158	0.789473684	0	0	0	0	0.263157895	0.526315789	13.94736842	0	0	0	0	0	0	0	0.526315789	0	0	5.789473684	0.789473684	0	0	0.263157895	0	4.210526316	1.052631579	0.263157895	0.789473684	0	0.526315789	0.263157895	0	0	1.315789474	0	0	3.947368421	0	0	1.315789474	17.89473684	1.578947368	0.263157895	8.157894737	0.789473684	0	0.263157895	5.263157895	0.263157895	0.526315789	0	0	0	0	0.789473684	10	0	0	9.736842105
47	42.33	-83.63	0.20377306	-0.475120682	271	198	0	1.851851852	1.234567901	0	0	0	0	0.617283951	0.617283951	0	0	0	4.938271605	0	0	0	0	1.234567901	0	0	0	1.851851852	0	0	0	0	2.469135802	3.086419753	0	0	0	1.851851852	0	0	0	0	0	0	3.086419753	0	0	0.617283951	4.320987654	0	1.851851852	6.172839506	0	0	0	61.72839506	0	0.617283951	0	0	0	0	0.617283951	0	0	0	1.234567901
48	49.583	-93.75	6.78E-02	-0.362650318	391	354	0.285714286	0.571428571	8.285714286	0	0	0	0	2	0.571428571	9.142857143	0	0	0	0	0	0	0	0.285714286	0	0.285714286	0.857142857	1.142857143	0	0	0	0	0	0	0.285714286	0	0	0	0.285714286	0	0	0	0	0	0.285714286	0	0	9.714285714	63.42857143	0	0	0	0.571428571	0	0.285714286	0.571428571	0	0	0.857142857	0	0.285714286	0	0	0	0	0	0
49	44.95	-94.417	6.66E-02	-0.446987639	327	656.5	0	0.995024876	0.597014925	0	0.7960199	0	0	1.791044776	1.194029851	1.791044776	0	0	3.184079602	0	0	0	0	4.776119403	0	0.597014925	1.592039801	4.378109453	0	0	0	0	0	0.199004975	1.194029851	0.199004975	0.995024876	1.194029851	0	0	0	0	0	0	4.577114428	0	0	0	4.47761194	0.199004975	0	27.66169154	1.791044776	0	0	23.68159204	0	1.990049751	0	0	0.39800995	0	1.592039801	0	0	0	8.15920398
50	46.276	-73.476	0.302524038	-0.373501853	250	563	1.428571429	3.392857143	0.535714286	0	1.607142857	0	0	0.357142857	0	46.07142857	0	0	0	0	0.178571429	0	0	0	0	0.357142857	3.035714286	0.714285714	0	0	0	0.178571429	7.321428571	0	1.071428571	0.892857143	0	0.535714286	0.535714286	0	0	0	0.357142857	0	1.071428571	0	0	3.214285714	9.464285714	0	0	1.071428571	0.535714286	0	0	3.392857143	0	0	0	0	1.25	0	0.535714286	8.75	0	0	2.142857143
51	44.0534	-87.7305	0.14836908	-0.453867363	210	305	0	3.984063745	5.976095618	0	0	0	0	0.398406375	0.398406375	16.33466135	0	0	1.992031873	0	0	0.796812749	0	0.398406375	0	0.398406375	1.593625498	0.796812749	0	0	0	0	1.593625498	7.96812749	1.195219124	2.788844622	0	1.195219124	0	0	0	0	0	0	1.195219124	0	0	1.593625498	6.772908367	0	1.593625498	9.960159363	1.195219124	0	0	17.52988048	0	1.593625498	0	0	0	0	0	0	0	0	10.75697211
52	46.067	-60.392	0.442900076	-0.314357971	81	98	1.219512195	6.097560976	6.097560976	0	0	0	0	0	0	54.87804878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43902439	1.219512195	0	0	0	0	0	0	0	0	0	0	0	0	0	19.51219512	1.219512195	0	0	4.87804878	0	0	0	2.43902439	0	0	0	0	0	0	0	0	0	0	0
54	64.717	-100.467	-3.43E-03	-9.15E-02	204	316	0	0	9.558823529	0	0	0	0	0	0.367647059	29.77941176	0	0	0	0	0	0	0	0.367647059	0	0	0	2.941176471	0	1.838235294	0	25.73529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.147058824	15.44117647	0	0	1.838235294	0	0	0	0	0	3.676470588	0	0	3.308823529	0	0	0	0	0	0
55	55.033	-62.633	0.344758646	-0.182008608	565	328	0.619195046	0	16.40866873	0	0	0	0	0.619195046	0	14.24148607	0	0	0	0.309597523	0	0	0	0	0	0	0	10.21671827	0	0	0	0.619195046	0	0	0	0	0	0	0.619195046	0	0	5.572755418	0	0	0	0	0	45.51083591	3.405572755	0	0	0.619195046	0	0	0	0	0	0	0	0	1.238390093	0	0	0	0	0	0
57	44.417	-76.7	0.276809717	-0.417378502	145	204	0.793650794	3.174603175	3.968253968	0	0	0	0	0	1.587301587	15.07936508	0	0	0.793650794	0	0	0	0	0	0	0	0	1.587301587	0	0	0	14.28571429	0.793650794	0.793650794	0	0	0	0	0.793650794	0	0	0	0	0	1.587301587	0	0	1.587301587	14.28571429	0	0	12.6984127	0	0	0	12.6984127	0	0.793650794	0	0	0	0	0.793650794	0.793650794	0	0	11.11111111
58	47.322	-53.133	0.502121264	-0.251034233	220	551	3.386004515	0	2.257336343	0	0	1.354401806	0	0	2.483069977	9.93227991	0	0	0	0	0	0	0	0.225733634	0	0	0.225733634	9.706546275	0	0	0	0	0	0	0	0	0	0	0	0	0	6.546275395	9.480812641	0	0	0	0	17.38148984	0.225733634	0	0	2.031602709	0	0	0	0	0.225733634	0	0	0	34.53724605	0	0	0	0	0	0
59	44.181	-73.968	0.309514654	-0.411166423	661	757	2.916666667	2.916666667	2.083333333	0	0	0.138888889	0	0	0.138888889	39.44444444	0	0	0.416666667	0	0.138888889	0	0	0	0	0	0.694444444	0.694444444	0	0	0	0	8.055555556	1.111111111	0	0	0	0	0	0	0	0.138888889	0.972222222	0	0.833333333	0	0	14.86111111	10.13888889	0	0.277777778	2.083333333	0.694444444	0	0	4.444444444	0	0.138888889	0	0	0	0	0.138888889	5.277777778	0	0	1.25
60	42.242	-73.979	0.3208037	-0.44418323	107	997	0	2.130681818	3.267045455	0	0	3.267045455	0	0	2.130681818	6.534090909	0	0	2.414772727	0	0.284090909	0	0	0	0	0.284090909	0.852272727	24.28977273	0	0	0	0.284090909	0.568181818	1.420454545	0	0	0	0.284090909	0	0	0	0	0	0	0.852272727	0	0	0	16.33522727	0	0	3.267045455	2.414772727	0	0	19.03409091	0	1.846590909	0	0	1.420454545	0	0	4.6875	0	0	2.130681818
61	58.2	-63.033	0.3150995	-0.132530106	170	373	0	0	16.93548387	0	0	0	0	1.075268817	0	29.03225806	0	0	0	0.268817204	0	0	0	0	0	0	0	23.65591398	0	0	0	1.88172043	0	0	0	0	0	0	0	0	0	3.225806452	0	0	0	0	0	13.97849462	1.88172043	0	0	0.806451613	0	0	0	0	5.107526882	0.537634409	0	0	1.612903226	0	0	0	0	0	0
62	46.183	-89.7	0.119643269	-0.41916876	488	364	0.872093023	2.034883721	2.906976744	0	0	0	0	0.581395349	0	29.94186047	0	0	0	0	0	0	0	4.069767442	0	0.290697674	2.906976744	0.581395349	0	0	0	0	0	1.162790698	0	0	0	0	0	0	0	0	0	0	1.162790698	0	0	1.744186047	33.43023256	0	0	1.453488372	3.779069767	0	0	6.976744186	0	0.290697674	0	0	0	0	0	5.23255814	0	0	0.581395349
63	40.383	-74.433	0.326119838	-0.477561568	15	397	0	1.62601626	0.81300813	0	0	0	0	0	0	10.16260163	0	0	0.406504065	0	0	0	0	2.032520325	0	0	10.56910569	2.845528455	0	0	0	1.62601626	0.406504065	0	0	0.406504065	0.406504065	0.406504065	0	0	2.845528455	0	0	1.62601626	0.406504065	0	0	0	14.22764228	1.62601626	1.62601626	2.032520325	0	0	0	40.6504065	0	0	0	0	0	0	0	1.62601626	0	0	1.62601626
64	42.542	-78.67	0.263128112	-0.456585596	428	1303	0.110741971	9.966777409	0.88593577	0	0	0.110741971	0	0.442967885	4.097452935	16.27906977	0	0	0.996677741	0	0.110741971	0	0	0.775193798	0	0.553709856	0	4.097452935	0.332225914	0	0	4.208194906	4.318936877	0.996677741	0	0	0	0.221483942	0.110741971	0	0	0.553709856	0	0	2.879291251	0	0	1.107419712	6.755260244	1.993355482	0.442967885	12.2923588	1.328903654	0	0	7.419712071	0.775193798	0.110741971	0	0	0.332225914	0	0.110741971	7.3089701	0	0	7.973421927
65	41.67	-86.53	0.170105186	-0.493694254	239	429	0	1.15942029	0	0	0	0	0	0	0.579710145	0.869565217	0	0	8.405797101	0	0	0	0	1.739130435	0	0	0	0	0	0	0	0	5.217391304	6.666666667	0	0	0	1.739130435	0	0	0.289855072	0	0	0	3.768115942	0	0	0	5.217391304	0	0	2.608695652	0	0	0	53.33333333	0	0.289855072	0	0	0	0	2.028985507	0.289855072	0	0	5.797101449
66	66.135	-66.083	0.231079124	-1.56E-02	90	300	0	0	6.643356643	0	0	0	0	0	0	3.846153846	0	0	0	0.699300699	0	0	0	0.34965035	0	0	0	22.37762238	0	0	0	8.741258741	0	0	0	0	0	0	0	0	0	6.993006993	0	0	0	0	0	3.146853147	1.748251748	0	0	27.62237762	0	0	0	0	0.34965035	15.03496503	0	0	2.447552448	0	0	0	0	0	0
67	47.317	-81.767	0.205726886	-0.382392273	430	542	1.492537313	0.373134328	2.23880597	0	5.037313433	0	0	0.373134328	0.373134328	24.62686567	0	0	0.186567164	0	0	0	0	0	0	1.119402985	3.917910448	1.119402985	0	0	0	0.746268657	0.186567164	0	0	0.186567164	0	0	0.932835821	0	0	0.559701493	0.746268657	0	0.559701493	0	0	6.71641791	41.04477612	0.186567164	0.186567164	2.052238806	1.492537313	0	0.373134328	1.865671642	0	0	0	0	0.186567164	0	0	0	0	0	1.119402985
68	37.45	-85.717	0.193943566	-0.565830144	212	526.5	0	0.944510035	0	0	0.708382527	0	0	0.236127509	1.416765053	1.180637544	0	0	5.430932704	0	0	0	10.6257379	0.472255018	0	0	0.472255018	3.305785124	0.236127509	0	0	0	0	0	3.069657615	0.708382527	0	1.180637544	0	0	3.305785124	0	0	1.652892562	2.361275089	0	0	0.236127509	5.785123967	1.180637544	0	9.681227863	1.416765053	0	0	40.85005903	0	2.597402597	0	0	0	0	0	0	0	0	0.944510035
69	46.417	-92.717	8.43E-02	-0.418899065	324	422	1.173020528	0.586510264	7.038123167	0	0	0	0	2.052785924	0.586510264	17.59530792	0	0	0	0	0	0	0	6.158357771	0	1.173020528	0	0.879765396	0	0	0	0.293255132	0.293255132	0	1.46627566	0	0.293255132	0	0.879765396	0	0	0	0	0	0	0	0	1.759530792	31.37829912	0.293255132	0	12.02346041	0.293255132	0	0.293255132	9.970674487	0.293255132	1.46627566	0	0	0	0	0	0	0	0	1.759530792
